id,name,description
works/86643,Grimm's fairy tales. Volume 1,1995 film
works/108458,Kam Yan Series 2 - Thursday Island,1996 film
works/71765,Powerlines for electricity,1962 film
works/108851,Painting with light in a dark world,2002 film by Sascha Ettinger-Epstein
works/85347,Blue Mountains: moving memories: 1920's - 1970's,1996 film
works/77445,Renewable energy in Australia,1982 film by Philip Robertson
works/118304,Tullamarine project,1968 film
works/70387,The Milling machine,1969 film
works/98922,Apples and pears: the Australian story,1985 film
works/117667,Job enrichment in action,1969 film
works/74546,Wayleggo,1965 film by Robert Kingsbury
works/74511,Water: our national asset,1965 film by B.F.C. Barrington
works/68890,Individual differences,1950 film
works/85097,Driving: risks and responsibilities,1992 film
works/77108,A Sufi tale,1980 film by Gayle Thomas
works/98023,The Eye: an inside story,1978 film
works/108518,2nd Birthday presentation,2002 film
works/96243,Magic moments. Unit 3. Let's see. Lopsideland,1969 film by Steve Wax
works/111008,Blokes and sheds,2005 film by Robi Watt
works/92115,France panorama.,1973 film
works/83013,AIDAB: Australia's aid program making a difference,1993 film
works/96152,Australian diary. No. 011,1948 film by Jack S. Allan
works/79626,Your Money,1989 film by Susan Lambert
works/94167,Rosalie Kunoth-Monks,1995 film by Frank Heimans
works/76911,Slima the dhowmaker: Tanzania,1978 film by Paul Saltzman
works/92882,Happy birthday,1985 film by Jefferson Lewis
works/78756,Getting court,1984 film
works/94038,Secular soul. Part 2. Ceremonies,2002 film
works/95499,Film appreciation: language of the film,1965 film by Bruce Baker
works/85765,Cerveau gele,1969 film by Pierre Moretti
works/79571,Green tea and cherry ripe,1989 film by Solrun Hoaas
works/72087,A Reason to read,1974 film by Ron Saunders
works/91990,France panorama.,1970 film
works/72782,The Shoplifter,1964 film by Herbert J. Leder
works/94462,Turandot,1983 film
works/70280,Melbourne,1966 film by Douglas White
works/70703,The Music makers,1956 film by Maslyn Williams
works/88641,The Hume highway,1952 film
works/82105,Warriors,1985 film by Richard Guthrie
works/87973,Steeltown,1967 film
works/69199,"Jamie, Ethan and Marlon: the first two months",1973 film by Robert Humble
works/68698,I am a litter basket,1958 film by James Ritchie
works/72429,Safety in construction. Part 4. Mechanical aids,1971 film
works/86627,Mirror of Germany. No. 169,1968 film
works/86755,Paddington goes to the movies,1982 film by Barry Leith
works/79308,Nature of Australia. Parts 4-6,1988 film by David Parer
works/75940,RSVP,1980 film by Bob Connolly
works/78126,Dionne quintuplets,1978 film by Donald Brittain
works/96010,Water for the city,1967 film
works/69763,Listen to a city,1966 film by Eric Fullilove
works/67350,Face of Malaya,1948 film
works/67045,Egypt and the Nile,1954 film
works/69019,The Atlantic community: introducing Denmark,1956 film by Soren Melson
works/66139,City life,1959 film by Stephen Harsanyi
works/72928,Sniffles and sneezes,1955 film
works/98986,Sonicvision demo reel No 4,1986 film
works/98184,Doris Lessing,1980 film
works/99170,Access to the future,1988 film by Chris O'Rourke
works/75829,Mr Money,1979 film by Shevard Goldstein
works/74703,White sails in Danish waters,1950 film
works/90232,Tomorrow's today,1957 film by Henry Lewes
works/67533,Fire mountain,1970 film
works/83416,Wings: the jet age,1987 film
works/72307,A Rock climb,1949 film
works/111035,Outside in,2004 film
works/78120,The German scene. No. 365,1984 film
works/77759,The Idiot,1983 film by Mark Warren
works/71741,La Poulette grise,1947 film by Norman McLaren
works/69436,Knowing to learn,1967 film by Claude Jutra
works/71366,A Park community,1974 film
works/99032,STD's . . . Not just long distance phone calls,1986 film by Wendy Thompson
works/73342,Successful scholarship,1946 film
works/94565,It's like that,2003 film
works/99116,Join in the Bicentenary,1987 film
works/73961,Trade Union Training Authority,1977 film by Stanley Dalby
works/87416,Best of British: Rolls Royce,1995 film by Bruce Cox
works/69869,Lonely boy,1962 film
works/70520,The Modern infantryman,1955 film
works/71758,Industrial power service,film
works/69980,Madurai of the Naiks,1955 film by Jagat Murari
works/68884,Woodwinds and dance,1972 film by Hermann Schlenker
works/73974,Training for industry,1959 film by Margaret Thomson
works/68044,Ghana today,1960 film
works/74238,Up in smoke,1970 film by Barbara Davies
works/96275,Abraham Lincoln and the emancipation proclamation,1970 film by Robert Gordon
works/64657,Alice through the lift door: the other side of shopping,1977 film by Ron Saunders
works/85933,Deadly Australians. Episodes 1&2,1994 film
works/81798,Mountains of change,1987 film by Peter Hicks
works/96077,Manufacture of soap,1969 film
works/119250,Time on for Chiltern,2007 film
works/61604,Cinesound and Movietone,film
works/108002,Wolfgang Mueller Interview,film
works/68873,"India welcomes the Queen, 1961",1961 film
works/69521,Taperturning,1953 film by K. Baron Hartley
works/69176,Jabs and jolts,1951 film
works/89449,Sunshine North Technical School,1975 film by Chris Noonan
works/86601,Mirror of Germany. No. 114,1964 film
works/97843,Lilydale: a change in pace,1981 film
works/82158,Two laws. Part 3: Struggle for our land,1981 film
works/81123,The World: A Television History. Ep. 08. Islam,1983 film by David Wright
works/98883,John Howard is a happening,1981 film
works/76927,The Power of listening,1978 film by Irby Smith
works/110010,All change please,2004 film
works/90307,Europa,1970 film by Ted Lowry
works/67193,An English county: Surrey,1958 film
works/74973,Yarn and cloth construction,1948 film
works/96271,The Tajik people: baking oven bread,1971 film by Hermann Schlenker
works/86343,Priit Parn: selected films,1989 film by Priit Parn
works/68537,Hommage: Francois Couperin,1960 film by Philip Stapp
works/116794,Nanneella Primary School,2009 film by Csilla Csongvay
works/64698,Altar masterpiece,1952 film by S. Modzenski
works/80611,Germ warfare,1986 film
works/78685,Fifty fifty,1986 film by Carole Sklan
works/65935,Champions in the sun,1964 film
works/83709,Trains remembered. - Volume 3.,1987 film
works/70575,More like a friend,1975 film
works/70174,Marxism: the theory that split a world,1970 film by George Kaczender
works/94655,Before we ruled the earth,2002 film by Pier De Lespinois
works/108430,Manus,2001 film
works/86225,Colour,1976 film by Christa van Santen
works/117475,Fred's Films. 'Tis Christmas,c. 1965 film
works/87894,Just a lady,1980 film by Susan Trow
works/81972,The Power of the situation,1989 film
works/87533,Hot curry cowboy,1992 film by Justin Hutchison
works/75968,That's progress,1976 film by Paul Williams
works/88606,The Short game in golf,1955 film by Max Glandbard
works/114323,The Sky is Bluer,2007 film
works/98036,Play it safe electrically,1978 film
works/74347,Viewpoint on Adelaide,1975 film by Lilias Fraser
works/64861,Arachnida,1939 film by J.V. Durden
works/70490,Mirror of Germany. No. 269,1977 film
works/110270,Casualised,2006 film
works/72185,Return of Milton Whitty,1967 film
works/90614,Pilkington Brothers offer: the best of both worlds,1950 film by Frank Worth
works/90097,Vision.,1974 film by Sidney R Aronson
works/97024,Robert Richard Torrens,1962 film by Lilias Fraser
works/87334,Sister Wendy's odyssey. -Volume 1,1992 film by John Hooper
works/75762,Song of the canary,1978 film
works/66516,Cross your heart and hope to live,1972 film
works/80358,An Asian Experience Slow Boat from Surabaya,1988 film by Don Featherstone
works/71441,People and power,1986 film
works/67822,"Fremantle, first port in Australia",1966 film by Les Bambury
works/80641,Dorothy Hewett,1986 film
works/94032,Balinese surfer 2: wave of change,2002 film by Bill Leimbach
works/78447,Behind the veil: nuns. Pt. 1.,1984 film by Margaret Wescott
works/85961,Women in mainstream cinema,1992 film by Geoff Cawthorn
works/98068,Process of newspaper production,1979 film by Carlos Seegmiller
works/108901,Coal fired electricity,film
works/94463,Pavarotti in China: the Luciano Pavarotti Concert from the Exhibition Hall Theatre Beijing,1989 film
works/71378,Pass the word,1976 film by Dave Gilbert
works/78105,Emergency in Africa,1984 film
works/94391,"The Raft of the Medusa: five voices on colonies, nations and histories",1993 film by Julian Samuel
works/70789,Naval photography in science,1948 film
works/72773,Shipyard,1934 film by Paul Rotha
works/111382,According to the evidence,1970 film
works/117076,Honore et labore,OCT 2007 film
works/89730,The Youngest heavyweight champion,2000 film
works/69955,Mahratta: an experience shared,1962 film by Lex Halliday
works/110579,My apology,2006 film
works/117390,Olympic Legacy: this was forever,2007 film
works/66073,China: land and the people,1955 film
works/76918,The Great artesian basin,1981 film by Tim Sullivan
works/97838,Versatility in glass,1982 film
works/72611,Secrets of the ant and insect world,1956 film
works/108333,Meanwhile somewhere...1940-1943,1994 film
works/72061,Ratopolis,1973 film by Gilles Therien
works/77961,Banaras: steps to heaven,1984 film by Richard Riddiford
works/78990,Phil's case,1987 film
works/66911,Dr Spock,1952 film
works/73158,Stan King: book binder,1978 film by Terry McMahon
works/84173,Oz shorts. Part 2,1993 film
works/108116,Alex and the beast within,1992 film by Dominic O'Brien
works/95535,Dance in the primary school,1974 film by Derek Monk
works/116944,An Interview with James Ross Irvine,JUN 2010 film
works/67975,Geelong's m'name,1965 film by Adrian Boddington
works/116399,Le Crime de la Mule Noire,1967 film by Claude Loursais
works/66525,The Crusades: saints and sinners,1969 film by Victor Vicas
works/78241,The Angry decade,1983 film by Brian Adams
works/78414,The Thirteenth floor,1983 film by Roy Krost
works/110346,Laughing and crying,2005 film
works/93561,Children who cheated the Nazis,2000 film by Sue Read
works/71200,Oral language development: views of five teachers,1976 film by David Espar
works/77173,The Iced hopes of Dr Calastein,1981 film
works/96273,Two grasslands: Texas and Iran,1970 film
works/66154,Civil rights movement: Mississippi Summer Project,1967 film
works/98945,Green and gold greats,1986 film by Ian Hirst
works/96542,Gas welding,1974 film
works/66872,Don't be a fall guy,1962 film by Stan Murdoch
works/68685,Huon's new harvest,1965 film
works/96585,A Study in wet,1964 film by Homer Groening
works/77475,The Filleting machine,1981 film by Murray Martin
works/82224,Sky cries Mary until the grinders cease,1989 film
works/71663,Plaza,1965 film by Edward Sturlis
works/65618,The British Commonwealth of Nations,1964 film
works/68958,Insect collecting,1960 film
works/79574,Sunny and the dark horse,1986 film
works/65121,Australian diary. No. 129,1966 film by John Martin-Jones
works/96396,Action-reaction,1972 film
works/74959,Wot! no art,1978 film by Christopher Mason
works/86493,The Shop on High Street,1965 film
works/76445,No bag limit,1973 film by Andrew Vial
works/111251,Subterfuge,2007 film
works/82544,Three preschoolers,1992 film
works/89840,Harvest time,1958 film
works/91889,News reports from France.,1971 film
works/72845,Singapore: a study of a port,1951 film by Brian Salt
works/64540,Advanced tumbling,1945 film
works/68551,The Horn. Part 2,1965 film by Muir Mathieson
works/111169,This is a story about the land we live on,JUN 2007 film
works/95545,The Mateship commune,1975 film by Brian Adams
works/68223,The Ground strokes with Billie Jean King on tennis,1969 film
works/122235,Marx my words,01 SEP 2022 film
works/92844,Pretend you're wearing a barrel,1978 film by Jan-Marie Martell
works/99183,Magic doctor & nine other stories for everyone,film by Gerben Cath
works/89951,Drive smart: improve your driving skills before you take the test,2000 film
works/92417,Mandrake the Magician. Vol. 01,1939 film
works/68243,Growth of infant behaviour: Later stages,1934 film by Arnold Gesell
works/109442,Tightrope,1996 film
works/98289,People of the ponds,1933 film by Noel Monkman
works/108212,Two out,1997 film
works/94818,Bowie: the video collection,1993 film
works/95283,Tommy by The Who,1975 film by Ken Russell
works/96643,Hockey. Film 1. Basic skills,1975 film by Sally Methven
works/76102,Hot glass,1977 film by John Tchalenko
works/72170,A Research brief 2,1976 film
works/75081,Zoo,1976 film by Gerry Hudson
works/82700,Animation on 4. Vol. 01,1991 film
works/120193,Brett Whiteley,c. 1966-c. 1967 film
works/66714,Desert locust,1953 film
works/97373,Little blocks,1973 film
works/89783,From the ground up,1950 film
works/86984,Heartlands: diversity or dust,1985 film
works/95865,Bacteria,1962 film
works/108392,Go motion,film
works/90631,Cell 16,1972 film by Martin Duckworth
works/119150,Untitled,film
works/117082,Scooter girl,OCT 2007 film
works/76628,The Gambler Dostoevsky,film
works/95291,"Yehudi Menuhin - Brahms violin concerto in D Major, Op. 77",1983 film by Bruno Monsaingeon
works/75370,Chiang Mai: northern capital,1971 film by Brian Hannant
works/115774,The Battle of Huangqiao,1985 film by Yang Zhaoren
works/73573,Teenage pregnancy,1969 film by Hector Lemieux
works/87569,The Last Tasmanian: a story of genocide,1978 film by Tom Haydon
works/88558,A Whaling voyage,1972 film by John Friedman
works/70666,Mrs Harding teaches resourcefully,1979 film by John Honey
works/67742,Form + function,1960 film by Erik Wernicke
works/85402,Sexual harassment: the employee perspective,1995 film
works/95649,Mount Buffalo National Park,1940 film
works/83292,Act of God: some lightning experiences 1966-1980,1980 film by Peter Greenaway
works/75289,The Isle of Rhum,1970 film by Christopher Mylne
